Unnamed: 0,Name,Code,Sector,Industry,Price,Change%,Volume,MCap.(M),Long Name
712,KHB,0322.KL,Industrial Products & Services,Auto Parts,0.105,5.0,4676.0,42.25,KHPT Holdings Berhad
713,TNLOGIS,8397.KL,Transportation & Logistics,Transportation & Logistics Services,0.69,-1.4,20.0,364.2,Tiong Nam Logistics Holdings Berhad
714,ARBB,7181.KL,Technology,Software,0.035,16.7,15311.0,43.74,ARB Berhad
715,MKLAND,8893.KL,Property,Property,0.15,3.4,3458.0,181.09,M K Land Holdings Berhad
716,ALSREIT,5269.KL,Real Estate Investment Trusts,Real Estate Investment Trusts,0.39,-4.9,6.0,226.2,Al-Salam Real Estate Investment Trust
717,BERTAM,9814.KL,Property,Property,0.165,-5.7,3113.0,79.83,Bertam Alliance Berhad
718,MAYBULK,5077.KL,Transportation & Logistics,Transportation & Logistics Services,0.335,1.5,18198.0,335.0,Maybulk Berhad
719,PETRONM,3042.KL,Energy,Oil & Gas Producers,3.56,0.8,299.0,961.2,Petron Malaysia Refining & Marketing Bhd
720,HEXRTL,7202.KL,Consumer Products & Services,Houshold Goods,0.485,2.1,3061.0,239.2,Hextar Retail Berhad
721,MUIPROP,3913.KL,Property,Property,0.305,0.0,3186.0,233.04,MUI Properties Berhad
722,SCC,0158.KL,Consumer Products & Services,Consumer Services,0.205,-2.4,250.0,28.94,SCC Holdings Berhad
723,SCB,0316.KL,Consumer Products & Services,Food & Beverages,0.135,0.0,778.0,35.91,Sik Cheong Berhad
724,TURBO,5167.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.5,0.0,0.0,54.0,Turbo-Mech Berhad
725,S&FCAP,8745.KL,Industrial Products & Services,Wood & Wood Products,0.085,0.0,6861.0,51.46,S & F Capital Berhad
726,KHIND,7062.KL,Consumer Products & Services,Houshold Goods,2.0,0.0,0.0,84.08,Khind Holdings Berhad
727,SYCAL,9717.KL,Construction,Construction,0.155,-11.4,3472.0,64.53,Sycal Ventures Berhad
728,AMLEX,03011.KL,Technology,Semiconductors,0.2,0.0,0.0,53.62,Amlex Holdings Berhad
729,L&G,3174.KL,Property,Property,0.105,5.0,19716.0,312.18,Land & General Berhad
730,LSTEEL,9881.KL,Industrial Products & Services,Metals,0.36,0.0,0.0,57.93,Leader Steel Holdings Berhad
731,UPA,7757.KL,Consumer Products & Services,Consumer Services,0.75,5.6,30.0,179.06,UPA Corporation Berhad
732,CHINWEL,5007.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.88,1.1,192.0,263.59,Chin Well Holdings Berhad
733,ZANTAT,0301.KL,Industrial Products & Services,Chemicals,0.28,-3.4,1960.0,79.73,Zantat Holdings Berhad
734,ARREIT,5127.KL,Real Estate Investment Trusts,Real Estate Investment Trusts,0.39,2.6,6732.0,223.56,AmanahRaya Real Estate Investment Trust
735,DFCITY,5165.KL,Industrial Products & Services,Building Materials,0.25,0.0,0.0,26.4,DFCITY Group Berhad
736,CYL,7157.KL,Industrial Products & Services,Packaging Materials,0.385,0.0,0.0,38.5,CYL Corporation Berhad
737,EMETALL,7217.KL,Industrial Products & Services,Metals,0.285,0.0,1921.0,87.72,Eonmetall Group Berhad
738,WANGZNG,7203.KL,Consumer Products & Services,Houshold Goods,0.535,8.1,1538.0,85.76,Wang-Zheng Berhad
739,ENCORP,6076.KL,Property,Property,0.175,6.1,760.0,55.42,Encorp Berhad
740,BDB,6173.KL,Property,Property,0.24,-2.0,1175.0,72.93,Bina Darulaman Berhad
741,WAJA,0102.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.05,-16.7,7265.0,55.76,Waja Konsortium Berhad
742,ICAP,5108.KL,Closed-End Fund,Closed End Fund,2.56,0.0,80.0,361.05,
743,MIECO,5001.KL,Industrial Products & Services,Wood & Wood Products,0.69,0.0,50.0,690.0,Mieco Chipboard Berhad
744,SUBUR,6904.KL,Industrial Products & Services,Wood & Wood Products,0.715,0.0,0.0,149.43,Subur Tiasa Holdings Berhad
745,SNOWFIT,03054.KL,Consumer Products & Services,Houshold Goods,0.2,0.0,0.0,42.22,
746,YEWLEE,0248.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.69,0.7,73517.0,374.9,Yew Lee Pacific Group Berhad
747,CHHB,5738.KL,Property,Property,0.18,-5.3,103.0,58.64,Country Heights Holdings Berhad
748,TONGHER,5010.KL,Industrial Products & Services,Metals,1.45,-3.3,211.0,228.27,Tong Herr Resources Berhad
749,DRBHCOM,1619.KL,Consumer Products & Services,Automotive,0.69,2.2,15698.0,1333.93,DRB-HICOM Berhad
750,DUTALND,3948.KL,Plantation,Plantation,0.28,-1.8,20.0,236.91,DutaLand Berhad
751,LEBTECH,9628.KL,Construction,Construction,0.78,0.0,1.0,106.46,Lebtech Berhad
752,SEACERA,7073.KL,Industrial Products & Services,Building Materials,0.175,0.0,320.0,108.88,Seacera Group Berhad
753,EVERGRN,5101.KL,Industrial Products & Services,Wood & Wood Products,0.22,-2.2,4014.0,186.21,Evergreen Fibreboard Berhad
754,K1,0111.KL,Technology,Technology Equipment,0.135,8.0,8699.0,112.32,K-One Technology Berhad
755,HEXCAP,0035.KL,Telecommunications & Media,Telecommunications Equipment,0.3,1.7,1536.0,134.09,Hextar Capital Berhad
756,LOTUS,8303.KL,Consumer Products & Services,Food & Beverages,0.11,4.8,3834.0,141.16,Lotus KFM Berhad
757,TUNEPRO,5230.KL,Financial Services,Insurance,0.29,0.0,2232.0,218.56,Tune Protect Group Berhad
758,Y&G,7003.KL,Property,Property,0.45,-8.2,3.0,98.32,Y&G Corporation Bhd.
759,ABLEGRP,7086.KL,Industrial Products & Services,Building Materials,0.08,-5.9,3.0,21.11,AbleGroup Berhad
760,TOPGLOV,7113.KL,Health Care,Health Care Equipment & Services,0.89,2.9,181026.0,7313.66,Top Glove Corporation Bhd.
761,LSH,0351.KL,,,0.88,0.0,0.0,0.0,Lim Seong Hai Capital Berhad
762,LSH,0351.KL,,,0.88,0.0,0.0,0.0,
763,SALIRAN,0346.KL,,,0.27,0.0,0.0,0.0,
764,DIN045801028,0400GB.KL,Bond Islamic,Islamic GG,102.5,0.0,0.0,102.5,
765,DENGKIL,0347.KL,,,0.25,0.0,0.0,0.0,
766,OMH,5298.KL,Industrial Products & Services,Metals,0.94,6.8,80.0,694.31,OM Holdings Limited
767,ALLIANZ-PA,1163PA.KL,Financial Services,Insurance,18.54,0.0,0.0,3089.42,Allianz Malaysia Berhad
768,CLITE,0348.KL,,,0.25,0.0,0.0,0.0,
769,EQ8WAQF,0839EA.KL,ETF-Equity,Equity Fund,0.955,0.0,0.0,1.43,
770,FBMKLCI-EA,0820EA.KL,ETF-Equity,Equity Fund,1.695,-0.3,103.0,5.67,
771,MCOM,03022.KL,Technology,Digital Services,0.2,0.0,0.0,39.15,
772,CAPITALA,5099.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.81,2.5,117611.0,3509.85,Capital A Berhad
773,IREKA,8834.KL,Construction,Construction,0.375,5.6,94.0,85.42,Ireka Corporation Berhad
774,ZENTECH,0094.KL,Technology,Software,0.01,100.0,27026.0,31.37,Zen Tech International Berhad
775,GPP,03029.KL,Industrial Products & Services,Industrial Services,0.28,0.0,0.0,43.43,
776,JAGAAPP,03002.KL,Technology,Digital Services,0.05,0.0,0.0,5.25,JaGaSolution Berhad
777,CARZO,03048.KL,Consumer Products & Services,Food & Beverages,0.4,0.0,0.0,38.17,Carzo Holdings Berhad
778,SAPNRG,5218.KL,Energy,"Energy, Infrastructure, Equipment & Services",0.035,16.7,117678.0,643.16,Sapura Energy Berhad
779,ZELAN,2283.KL,Construction,Construction,0.05,11.1,14975.0,42.25,Zelan Berhad
780,SCABLE,5170.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.085,0.0,11353.0,33.91,Sarawak Cable Berhad
781,ALAM,5115.KL,Energy,"Energy, Infrastructure, Equipment & Services",0.03,0.0,33544.0,45.95,Alam Maritim Resources Berhad
782,PHARMA,7081.KL,Health Care,Pharmaceuticals,0.22,-2.2,15923.0,317.07,Pharmaniaga Berhad
783,KHEESAN,6203.KL,Consumer Products & Services,Food & Beverages,0.24,-4.0,1462.0,32.95,Khee San Berhad
784,ABFMY1,0800EA.KL,ETF-Bond,Bond Fund,1.2,0.0,1.0,1749.51,
785,HM,0060.KL,Technology,Technology Equipment,0.135,3.8,40518.0,221.55,Harvest Miracle Capital Berhad
786,KANGER,0170.KL,Consumer Products & Services,Houshold Goods,0.04,14.3,8899.0,35.36,Kanger International Berhad
787,OCNCASH,0049.KL,Consumer Products & Services,Personal Goods,0.355,-2.7,43369.0,92.58,Oceancash Pacific Berhad
788,GBGAQRS,5226.KL,Construction,Construction,0.195,2.6,4037.0,106.07,Gabungan AQRS Berhad
789,PBSB,5231.KL,Consumer Products & Services,Consumer Services,0.18,5.9,70.0,109.46,PBS Berhad
790,TIMWELL,7854.KL,Industrial Products & Services,Wood & Wood Products,0.42,0.0,0.0,37.4,Timberwell Berhad
791,NTPM,5066.KL,Consumer Products & Services,Houshold Goods,0.27,0.0,1110.0,303.26,NTPM Holdings Berhad
792,GDEX,0078.KL,Transportation & Logistics,Transportation & Logistics Services,0.185,2.8,11512.0,1043.66,GDEX Berhad
793,TASHIN,0211.KL,Industrial Products & Services,Metals,0.3,0.0,0.0,104.7,Tashin Holdings Berhad
794,SBCCORP,5207.KL,Property,Property,0.315,-6.0,461.0,81.31,SBC Corporation Berhad
795,GBAY,9148.KL,Industrial Products & Services,Packaging Materials,0.6,0.0,2000.0,48.81,Greater Bay Holdings Berhad
796,MAA,1198.KL,Financial Services,Insurance,0.2,0.0,2420.0,52.75,MAA Group Berhad
797,SINKUNG,0305.KL,Transportation & Logistics,Transportation & Logistics Services,0.125,4.2,4207.0,150.0,Sin-Kung Logistics Berhad
798,IQGROUP,5107.KL,Consumer Products & Services,Houshold Goods,0.58,0.0,0.0,51.06,IQ Group Holdings Berhad
799,MMSV,0113.KL,Technology,Technology Equipment,0.34,0.0,481.0,70.53,MMS Ventures Berhad
800,CHINAETF-USD,0829EB.KL,ETF-Equity,Equity Fund,1.215,0.0,0.0,0.07,
801,UNIWALL,03017.KL,Construction,Construction,0.49,0.0,0.0,358.39,Uni Wall APS Holdings Berhad
802,FSBM,9377.KL,Technology,Technology Equipment,0.21,2.4,70023.0,107.75,FSBM Holdings Berhad
803,XIN,7043.KL,Industrial Products & Services,Building Materials,0.25,6.4,674.0,125.47,Xin Synergy Group Berhad
804,AWANTEC,5204.KL,Technology,Digital Services,0.295,0.0,2225.0,233.05,AwanBiru Technology Berhad
805,CLASSITA,7154.KL,Consumer Products & Services,Personal Goods,0.065,8.3,83674.0,80.13,Classita Holdings Berhad
806,CANONE,5105.KL,Industrial Products & Services,Packaging Materials,2.25,1.4,820.0,432.34,Can-One Berhad
807,INCKEN,2607.KL,Plantation,Plantation,0.385,-1.3,39.0,161.99,Inch Kenneth Kajang Rubber Public Limited Company
808,SEAL,4286.KL,Property,Property,0.765,0.0,3161.0,321.53,Seal Incorporated Berhad
809,HEVEA,5095.KL,Industrial Products & Services,Wood & Wood Products,0.215,-2.3,5820.0,122.07,HeveaBoard Berhad
810,OVERSEA,0153.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.045,12.5,14151.0,102.59,Oversea Enterprise Berhad
811,AYS,5021.KL,Industrial Products & Services,Building Materials,0.25,4.2,853.0,104.61,AYS Ventures Berhad
812,FIHB,8605.KL,Consumer Products & Services,Houshold Goods,0.29,0.0,0.0,42.04,Federal International Holdings Berhad
813,AGRICOR,0309.KL,Consumer Products & Services,Food & Beverages,0.41,0.0,0.0,83.15,Agricore CS Holdings Berhad
814,EKSONS,9016.KL,Industrial Products & Services,Wood & Wood Products,0.51,0.0,0.0,83.75,Eksons Corporation Berhad
815,ROHAS,9741.KL,Industrial Products & Services,Industrial Engineering,0.225,0.0,220.0,106.35,Rohas Tecnic Berhad
816,SYMLIFE,1538.KL,Property,Property,0.225,0.0,0.0,161.2,Symphony Life Berhad
817,KESM,9334.KL,Technology,Semiconductors,3.13,2.6,177.0,134.64,KESM Industries Berhad
818,LANDMRK,1643.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.135,3.8,819.0,90.65,Landmarks Berhad
819,PAOS,5022.KL,Consumer Products & Services,Houshold Goods,0.31,0.0,51.0,56.16,Paos Holdings Berhad
820,CWG,9423.KL,Consumer Products & Services,Consumer Services,0.19,0.0,0.0,49.85,CWG Holdings Berhad
821,CJCEN,7117.KL,Transportation & Logistics,Transportation & Logistics Services,0.19,0.0,0.0,112.9,CJ Century Logistics Holdings Berhad
822,ALCOM,2674.KL,Industrial Products & Services,Metals,0.665,-0.7,230.0,89.33,Alcom Group Berhad
823,PARAGON,9407.KL,Consumer Products & Services,Houshold Goods,2.26,0.0,940.0,228.53,Paragon Union Berhad
824,BJASSET,3239.KL,Property,Property,0.28,7.7,1719.0,716.32,Berjaya Assets Berhad
825,WOODLAN,7025.KL,Industrial Products & Services,Wood & Wood Products,0.595,-0.8,1.0,23.8,Woodlandor Holdings Berhad
826,WTHORSE,5009.KL,Industrial Products & Services,Building Materials,0.735,0.7,50.0,176.4,White Horse Berhad
827,MENTIGA,5223.KL,Plantation,Plantation,0.42,0.0,13.0,29.4,Mentiga Corporation Berhad
828,CHUAN,7016.KL,Industrial Products & Services,Building Materials,0.3,-20.0,761.0,50.6,Chuan Huat Resources Berhad
829,BSLCORP,7221.KL,Industrial Products & Services,Metals,0.025,25.0,3628.0,48.32,BSL Corporation Berhad
830,AASIA,7054.KL,Plantation,Plantation,0.09,-5.3,218.0,62.31,Astral Asia Berhad
831,HPI,03060.KL,Industrial Products & Services,Building Materials,0.31,0.0,0.0,40.88,
832,BJLAND,4219.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.295,0.0,5111.0,1475.1,Berjaya Land Berhad
833,PGB,0091.KL,Energy,"Energy, Infrastructure, Equipment & Services",0.09,-10.0,2.0,65.0,
834,FITTERS,9318.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.03,0.0,10699.0,70.62,FITTERS Diversified Berhad
835,SG,5157.KL,Consumer Products & Services,Food & Beverages,0.015,0.0,9025.0,23.43,SaudiGold Group Berhad
836,SWSCAP,7186.KL,Consumer Products & Services,Houshold Goods,0.19,0.0,703.0,57.43,SWS Capital Berhad
837,OPPSTAR,0275.KL,Technology,Semiconductors,0.405,1.2,20684.0,259.46,Oppstar Berhad
838,EMICO,9091.KL,Consumer Products & Services,Consumer Services,0.215,-2.3,100.0,28.38,Emico Holdings Berhad
839,ASDION,0068.KL,Technology,Software,0.025,0.0,1800.0,12.77,Asdion Berhad
840,HEXCARE,7803.KL,Health Care,Health Care Equipment & Services,0.14,3.7,8783.0,167.07,Hextar Healthcare Berhad
841,IWCITY,1589.KL,Property,Property,0.37,0.0,32984.0,340.82,Iskandar Waterfront City Berhad
842,HWGB,9601.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.23,2.2,7358.0,47.28,Ho Wah Genting Berhad
843,SCGM,7247.KL,Industrial Products & Services,Packaging Materials,0.56,0.0,900.0,108.42,SCGM Bhd
844,EWINT,5283.KL,Property,Property,0.245,0.0,4647.0,588.0,Eco World International Berhad
845,DNEX,4456.KL,Technology,Digital Services,0.26,6.1,177448.0,902.71,Dagang NeXchange Berhad
846,MJPERAK,8141.KL,Property,Property,0.105,-4.5,2200.0,29.86,Majuperak Holdings Berhad
847,WATTA,7226.KL,Industrial Products & Services,Auto Parts,0.38,0.0,0.0,32.1,Watta Holding Berhad
848,UNITRAD,0247.KL,Industrial Products & Services,Building Materials,0.205,7.9,9941.0,334.3,Unitrade Industries Berhad
849,SSTEEL,5665.KL,Industrial Products & Services,Metals,0.345,-1.4,6657.0,517.88,Southern Steel Berhad
850,PERTAMA,8532.KL,Consumer Products & Services,Personal Goods,0.095,0.0,1560.0,41.63,Pertama Digital Berhad
851,REKATECH,0081.KL,Industrial Products & Services,Industrial Services,0.04,0.0,0.0,23.68,Rekatech Capital Berhad
852,HBGLOB,5187.KL,Consumer Products & Services,Food & Beverages,0.07,0.0,8246.0,54.74,HB Global Limited
853,FINTEC,0150.KL,Financial Services,Other Financials,0.165,3.1,2751.0,33.82,Fintec Global Berhad
854,NHB,5614.KL,Energy,Renewable Energy,0.45,0.0,0.0,87.76,Nuenergy Holdings Berhad
855,MSNIAGA,5011.KL,Technology,Digital Services,1.42,0.0,0.0,85.77,Mesiniaga Berhad
856,CNH,5104.KL,Consumer Products & Services,Consumer Services,0.045,0.0,130.0,32.4,Citra Nusa Holdings Berhad
857,ESCERAM,0100.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.105,0.0,4982.0,74.25,ES Ceramics Technology Berhad
858,ECONBHD,5253.KL,Construction,Construction,0.32,3.2,24193.0,453.6,Econpile Holdings Berhad
859,GLBHD,7382.KL,Plantation,Plantation,0.28,0.0,0.0,62.42,Golden Land Berhad
860,LIENHOE,3573.KL,Property,Property,0.24,0.0,0.0,86.82,Lien Hoe Corporation Berhad
861,YNHPROP,3158.KL,Property,Property,0.44,2.3,14525.0,232.76,YNH Property Bhd
862,CBIP,7076.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.11,0.9,819.0,547.51,CB Industrial Product Holding Berhad
863,SMI,4375.KL,Property,Property,0.37,-1.3,300.0,77.68,South Malaysia Industries Berhad
864,SUPERMX,7106.KL,Health Care,Health Care Equipment & Services,0.775,2.6,67313.0,2530.16,Supermax Corporation Berhad
865,MPAY,0156.KL,Technology,Software,0.075,-6.2,4560.0,77.41,ManagePay Systems Berhad
866,PLS,9695.KL,Plantation,Plantation,0.445,0.0,55.0,195.63,PLS Plantations Berhad
867,PARKWD,2682.KL,Property,Property,0.12,0.0,0.0,33.84,Parkwood Holdings Berhad
868,ASTEEL,7020.KL,Industrial Products & Services,Metals,0.065,8.3,6521.0,31.52,ASTEEL Group Berhad
869,TOPVISN,0332.KL,Health Care,Health Care Providers,0.21,5.0,2102.0,65.06,Topvision Eye Specialist Berhad
870,XDL,5156.KL,Consumer Products & Services,Personal Goods,0.01,0.0,150.0,21.16,XiDeLang Holdings Ltd
871,PHB,4464.KL,Property,Property,0.01,100.0,87173.0,108.21,Pegasus Heights Berhad
872,CFM,8044.KL,Industrial Products & Services,Industrial Services,0.095,5.6,5904.0,29.23,Computer Forms (Malaysia) Berhad
873,OLYMPIA,3018.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.055,0.0,60.0,56.29,Olympia Industries Berhad
874,RENEUCO,7130.KL,Energy,Renewable Energy,0.045,0.0,2187.0,51.41,Reneuco Berhad
875,GREENYB,0136.KL,Consumer Products & Services,Agricultural Products,0.2,2.6,126.0,108.46,Greenyield Berhad
876,KHJB,0210.KL,Consumer Products & Services,Retailers,0.13,8.3,1121.0,49.4,Kim Hin Joo (Malaysia) Berhad
877,MUDA,3883.KL,Industrial Products & Services,Packaging Materials,1.02,0.0,310.0,311.15,Muda Holdings Berhad
878,CHOOBEE,5797.KL,Industrial Products & Services,Metals,0.6,0.0,834.0,118.52,Choo Bee Metal Industries Berhad
879,AVI,8885.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.03,-14.3,14047.0,34.0,Avillion Berhad
880,BORNOIL,7036.KL,Industrial Products & Services,Industrial Services,0.01,0.0,15466.0,134.92,Borneo Oil Berhad
881,TRIVE,0118.KL,Energy,Renewable Energy,0.03,-14.3,478.0,37.91,Trive Property Group Berhad
882,SEEHUP,7053.KL,Transportation & Logistics,Transportation & Logistics Services,0.8,2.6,571.0,64.34,See Hup Consolidated Berhad
883,TROP,5401.KL,Property,Property,1.15,0.0,3771.0,2891.38,Tropicana Corporation Berhad
884,GUH,3247.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.315,5.0,1356.0,88.85,GUH Holdings Berhad
885,FARLIM,6041.KL,Property,Property,0.21,5.0,212.0,35.36,Farlim Group (Malaysia) Bhd.
886,FOCUS,0116.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.015,0.0,3395.0,95.58,Focus Dynamics Group Berhad
887,KAMDAR,8672.KL,Consumer Products & Services,Retailers,0.21,10.5,114.0,41.58,Kamdar Group (M) Berhad
888,PINEPAC,1902.KL,Plantation,Plantation,0.23,-8.0,85.0,34.45,Pinehill Pacific Berhad
889,PJBUMI,7163.KL,Industrial Products & Services,Industrial Services,0.9,0.6,28.0,73.8,PJBumi Berhad
890,CME,7018.KL,Industrial Products & Services,Industrial Services,0.01,0.0,0.0,12.09,CME Group Berhad
891,WIDAD,0162.KL,Construction,Construction,0.035,0.0,2144.0,109.24,Widad Group Berhad
892,EIG,5081.KL,Consumer Products & Services,Personal Goods,0.235,0.0,0.0,55.74,Esthetics International Group Berhad
893,SYSTECH,0050.KL,Technology,Software,0.24,2.1,576.0,154.68,Systech Bhd
894,PEB,5622.KL,Construction,Construction,0.88,0.0,0.0,60.83,Pimpinan Ehsan Berhad
895,MMM,0159.KL,Telecommunications & Media,Media,0.07,0.0,0.0,21.79,MMM Group Berhad
896,WARISAN,5016.KL,Consumer Products & Services,"Travel, Leisure & Hospitality",0.95,0.0,0.0,63.84,Warisan TC Holdings Berhad
897,WTK,4243.KL,Industrial Products & Services,Wood & Wood Products,0.425,-1.2,2448.0,204.57,W T K Holdings Berhad
898,SERNKOU,7180.KL,Consumer Products & Services,Houshold Goods,0.82,1.9,2429.0,884.04,Sern Kou Resources Berhad
899,MILUX,7935.KL,Consumer Products & Services,Houshold Goods,0.49,0.0,0.0,115.18,Milux Corporation Berhad
900,NIHSIN,7215.KL,Consumer Products & Services,Houshold Goods,0.095,0.0,5146.0,54.44,Ni Hsin Group Berhad
901,RALCO,7498.KL,Industrial Products & Services,Chemicals,0.7,0.0,0.0,35.56,Ralco Corporation Berhad
902,EKOVEST,8877.KL,Construction,Construction,0.275,1.9,112485.0,815.49,Ekovest Berhad
903,XINHWA,5267.KL,Transportation & Logistics,Transportation & Logistics Services,0.16,-3.0,231.0,40.91,Xin Hwa Holdings Berhad
904,ESAFE,0190.KL,Industrial Products & Services,Auto Parts,0.15,3.4,14.0,36.09,Eversafe Rubber Berhad
905,SAPRES,4596.KL,Property,Property,0.21,0.0,0.0,54.44,Sapura Resources Berhad
906,PERMAJU,7080.KL,Consumer Products & Services,Automotive,0.03,0.0,6450.0,58.69,Permaju Industries Berhad
907,VSOLAR,0066.KL,Technology,Software,0.05,0.0,601.0,24.86,Vsolar Group Berhad
908,COMFORT,2127.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.345,1.5,678.0,201.12,Comfort Gloves Berhad
909,IVORY,5175.KL,Property,Property,0.04,14.3,44.0,19.6,Ivory Properties Group Berhad
910,AXTERIA,7120.KL,Property,Property,0.105,0.0,2760.0,82.8,Axteria Group Berhad
911,AXJ-REITSETF,0837EA.KL,ETF-Equity,Equity Fund,0.629,0.8,4.0,3.81,
912,DIGISTA,0029.KL,Technology,Digital Services,0.05,0.0,3267.0,31.01,Digistar Corporation Berhad
913,BCMALL,0187.KL,Industrial Products & Services,Industrial Services,0.01,0.0,1772.0,20.34,BCM Alliance Berhad
914,NEXGRAM,0096.KL,Telecommunications & Media,Telecommunications Equipment,0.015,0.0,1566.0,13.33,Nexgram Holdings Berhad
915,ENGKAH,7149.KL,Consumer Products & Services,Houshold Goods,0.24,0.0,125.0,29.64,Eng Kah Corporation Berhad
916,JHM,0127.KL,Technology,Semiconductors,0.385,4.1,2678.0,233.31,JHM Consolidation Berhad
917,SANICHI,0133.KL,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.11,-4.3,4550.0,18.07,Sanichi Technology Berhad
918,DNONCE,7114.KL,Industrial Products & Services,Packaging Materials,0.03,-25.0,108534.0,26.05,D'nonce Technology Bhd.
919,PARKSON,5657.KL,Consumer Products & Services,Retailers,0.165,6.5,24889.0,189.57,Parkson Holdings Berhad
920,CHEETAH,7209.KL,Consumer Products & Services,Personal Goods,0.12,0.0,659.0,58.35,Cheetah Holdings Berhad
921,TCHONG,4405.KL,Consumer Products & Services,Automotive,0.33,3.1,235.0,221.76,Tan Chong Motor Holdings Berhad
922,MNC,0103.KL,Telecommunications & Media,Telecommunications Equipment,0.085,30.8,50.0,20.21,M N C Wireless Berhad
923,GKENT,3204.KL,Construction,Construction,0.35,-1.4,1070.0,197.14,George Kent (Malaysia) Berhad
924,PERSTIM,5436.KL,Industrial Products & Services,Metals,2.05,0.0,3.0,264.65,Perusahaan Sadur Timah Malaysia (Perstima) Berhad
925,COMPUGT,5037.KL,Industrial Products & Services,Industrial Services,0.015,0.0,204997.0,90.76,Compugates Holdings Berhad
926,CYPARK,5184.KL,Energy,Renewable Energy,0.76,0.7,57795.0,625.35,Cypark Resources Berhad
927,LIONIND,4235.KL,Industrial Products & Services,Metals,0.18,2.9,3704.0,129.22,Lion Industries Corporation Berhad
928,SOLUTN,0093.KL,Technology,Digital Services,0.1,-4.8,2121.0,48.6,Solution Group Berhad
929,PICORP,7201.KL,Industrial Products & Services,Industrial Services,0.05,0.0,0.0,32.9,Progressive Impact Corporation Berhad
930,MEDIAC,5090.KL,Telecommunications & Media,Media,0.115,0.0,11820.0,190.29,Media Chinese International Limited
931,TECHBASE,8966.KL,Consumer Products & Services,Personal Goods,0.11,0.0,1867.0,33.13,Techbase Industries Berhad
932,MLAB,0085.KL,Technology,Technology Equipment,0.075,7.1,1488.0,21.68,Mlabs Systems Berhad
933,JOHAN,3441.KL,Financial Services,Other Financials,0.03,0.0,14732.0,35.04,Johan Holdings Berhad
934,CHINAETF-MYR,0829EA.KL,ETF-Equity,Equity Fund,5.38,2.5,71.0,64.77,
935,AFUJIYA,5198.KL,Industrial Products & Services,Auto Parts,0.3,0.0,0.0,54.0,ABM Fujiya Berhad
936,ASIAPLY,0105.KL,Industrial Products & Services,Chemicals,0.14,0.0,89453.0,147.61,Asia Poly Holdings Berhad
937,CAREPLS,0163.KL,Health Care,Health Care Equipment & Services,0.18,2.9,32396.0,137.49,Careplus Group Berhad
938,VANZO,0333.KL,Consumer Products & Services,Personal Goods,0.165,6.5,42012.0,77.01,
939,EQ8SID,0825EA.KL,ETF-Equity,Equity Fund,0.7,0.0,0.0,41.3,
940,MBN,0280.KL,Consumer Products & Services,Consumer Services,0.11,-4.3,480.0,42.46,MYMBN Berhad
941,N2N,0108.KL,Technology,Software,0.42,2.4,12694.0,234.45,N2N Connect Berhad
942,CEB,5311.KL,Industrial Products & Services,Diversified Industrials,0.275,10.0,185220.0,272.8,Cape EMS Berhad
943,BTM,7188.KL,Industrial Products & Services,Wood & Wood Products,0.045,0.0,1550.0,56.54,BTM Resources Berhad
944,WILLOW,0008.KL,Technology,Software,0.275,1.9,2333.0,136.4,Willowglen MSC Berhad
945,ITRONIC,9393.KL,Technology,Technology Equipment,0.035,0.0,709.0,24.77,Industronics Berhad
946,REACH,5256.KL,Energy,Oil & Gas Producers,0.015,0.0,570.0,31.93,Reach Energy Berhad
947,XOX,0165.KL,Telecommunications & Media,Telecommunications Service Providers,0.51,3.0,50673.0,94.58,XOX Berhad
948,KIMHIN,5371.KL,Industrial Products & Services,Building Materials,0.44,0.0,0.0,68.47,Kim Hin Industry Berhad
949,JSB,5673.KL,Industrial Products & Services,Industrial Services,0.43,4.9,7722.0,191.33,Jentayu Sustainables Berhad
950,PUNCAK,6807.KL,Construction,Construction,0.18,5.9,476.0,80.87,Puncak Niaga Holdings Berhad
951,FLBHD,5197.KL,Industrial Products & Services,Wood & Wood Products,0.325,0.0,150.0,74.89,Focus Lumber Berhad
952,PENSONI,9997.KL,Consumer Products & Services,Houshold Goods,0.46,0.0,0.0,72.4,Pensonic Holdings Berhad
